NAME	adipose.stem.cells	B.cells	CD4..T.cells	CD8..T.cells	chondrocytes	endothelial.cells	eosinophils	erythroblasts	fibroblasts	keratinocytes	macrophages	mesenchymal.stromal.cells	monocytes	myeloid.dendritic.cells	neutrophils	NK.cells	osteoblasts	pc.adipocytes	plasmacytoid.dendritic.cells	platelets	sc.adipocytes	smooth.muscle.cells
CLEC1B	38.38392687	93.73160797	72.27322261	85.94946609	44.32649017	53.39063476	88.98254863	68.58274167	44.85212283	40.62510822	57.98921778	49.54049286	84.23781648	91.36194757	93.90693731	69.51625367	45.02925006	40.82364614	89.18152437	8020.331362	42.93377537	53.71874044
TMEM176B	73.4224761	78.43350826	271.4444059	57.31077137	44.39717688	69.03483364	91.00197058	132.4849918	236.5064364	44.10986289	3928.442744	29.13724956	2320.275199	111.5814336	125.2445864	56.20046466	61.81074992	1834.338449	76.81836316	72.14061838	1843.609929	47.09701148
TRIM48	21.93003043	66.50342032	135.6552651	65.15679872	28.94999872	29.22866378	908.7186031	40.74939648	22.832563	28.83008337	31.37549408	26.17740942	43.23371482	26.53445394	60.10356792	45.9811879	30.87170823	20.39967514	28.62556518	32.4118801	19.42932423	26.83811965
EFHC2	30.26850468	36.07343405	79.85716214	95.29277365	48.82429825	26.0447665	42.52312914	34.46201033	34.74000583	67.83997664	30.93006293	119.0596833	35.16128042	137.3732221	183.5196608	431.76277	33.36782141	27.34479198	31.58720264	2282.911645	23.64449848	30.82565764
CRCT1	43.99916739	53.90526116	54.91161115	54.37990162	69.476238	56.7749871	47.25677146	71.66674514	94.39654104	7286.393667	73.88653384	58.27258931	54.87438955	39.77195419	51.86454803	48.68403147	64.96644939	38.56339795	47.37927234	37.67383246	40.7740283	81.2367441
TM4SF20	31.49100927	38.51687797	29.84809917	39.46485132	27.13592613	22.3948147	24.9106986	58.70415814	26.53445394	30.20190436	27.58972085	37.95856642	35.36483983	35.33947784	36.08573435	30.25455359	1125.100055	25.7422755	32.83552337	37.26417981	26.3794344	28.21463665
KLRF1	30.19427804	112.573437	89.90694696	2500.900517	29.91894977	30.35741112	36.76209006	25.31837854	24.62971606	30.73051331	42.83228332	28.01462465	106.7571731	114.0839333	37.48176992	11778.5783	23.58258413	100.0633889	217.1238381	1574.344476	84.15253716	26.93669901
MCM10	57.70594841	46.19196163	52.32371977	70.47608871	40.6218852	228.1793397	78.57377364	3247.008171	32.60312844	36.90029696	37.95395842	60.03950096	31.46862756	37.42423351	56.55143651	47.63015569	36.88803412	32.05460402	39.60603971	27.64101869	30.53113501	78.36014888
TBX21	50.54540519	205.1456593	194.390924	956.2383189	72.45741697	64.29851148	105.2582829	150.873345	92.26192572	77.53687898	122.2636496	80.08941257	116.0396307	119.4018713	182.2855579	6172.096688	76.81836316	132.9086575	94.27696788	217.0330678	98.24206322	83.66987053
CWH43	34.35446863	54.70968747	57.42143683	70.93666678	53.90758515	41.29543868	75.95360156	56.6399108	41.4917353	1668.99401	55.3080751	47.93557144	49.30769383	39.97975	75.47010611	67.03093143	48.48061944	38.85663819	36.53099135	151.454592	44.82308651	49.31097172
FAXDC2	220.8528913	104.4073195	89.45986044	111.9257928	270.5292546	104.7301014	168.8087445	1495.262446	418.4689904	205.8732722	137.8209902	296.0207711	112.5367996	167.3442197	142.5691006	108.5009068	118.2008604	242.4027299	88.35150024	5068.48918	262.0992572	167.6247775
GREM2	194.8140488	27.96419967	36.30675385	30.53113501	35.64829643	37.51433153	41.58278686	26.45346706	876.9779031	23.85197972	28.27601949	442.0711112	25.39179397	24.09604028	44.49870791	36.54611054	235.6987014	20.93390294	23.41889559	26.16324136	24.21552326	278.0456656
HBQ1	75.27599195	82.73247132	52.80240163	76.72591767	65.54139157	124.7213385	91.69732738	2472.384786	69.47481277	66.76616527	77.58631836	79.33433884	75.20588962	90.36416505	91.12909495	150.7895373	60.57702291	76.634909	79.70854813	99.80888659	79.43197916	105.993648
TLR8	23.48786805	32.07482727	57.8787235	30.852228	20.71726949	23.47004952	38.84676595	25.53437096	21.66561687	22.35517507	542.1436008	30.16522487	1101.107554	201.9513783	1638.620263	28.58678733	20.38178885	31.41659275	27.62533657	30.28409518	31.14179956	27.40585954
ANKRD36B	290.3985622	1792.84827	3429.983896	2831.16718	121.7806754	313.550606	452.2703955	926.9375182	162.7182875	142.2246413	292.9102489	207.8263249	199.5287652	927.67914	99.24624604	2344.119828	49.65955277	20.04504467	2794.410801	129.5178449	23.69439483	123.9512702
KRTAP1-1	27.10177533	26.53445394	22.71653428	30.24980727	27.34578519	26.82789388	21.08055619	28.25106931	38.47034503	28.10892746	30.90998006	727.2126417	26.40272175	25.54147129	31.50027315	26.84685559	76.00911573	25.7422755	23.02477908	45.40188625	28.89334021	75.77551297
CYFIP2	51.54310181	2457.989514	3258.087951	3348.616204	42.40653953	103.4111506	1195.532134	119.3256966	89.88463347	89.67591289	135.4050577	84.0185166	326.6246049	795.4213131	429.3873358	3125.508647	86.46901854	61.74266557	2674.91059	677.7852442	40.30675606	72.264542
COLEC12	842.7242165	60.34314755	75.17918294	41.58743025	1408.684765	562.2442558	126.2545362	37.7017842	7537.935697	30.73943685	866.3266408	1628.85139	104.3210144	38.36057054	63.15905779	47.75421959	169.4148733	542.1436008	29.83091674	41.81593914	471.3439678	41.02859659
SLC2A10	1300.569042	25.14120448	24.76061145	26.93934321	1785.274594	524.7863384	34.44734419	48.58264063	2436.972375	19.64002297	26.09051141	1346.475925	23.24553744	27.38023472	30.8971223	49.69637899	1433.358363	269.4061208	27.34479198	31.38793413	256.9630625	1376.796074
WNT5B	209.1384017	58.40252046	36.57434612	64.22155655	1357.928713	208.6421305	51.28610962	68.63025736	1404.325263	121.1819176	184.3392357	1240.652168	79.62655246	70.09655053	68.75734009	36.00723892	3068.778243	179.6908216	76.4395419	67.40095115	224.7784133	1452.003071
APOLD1	135.8888841	56.23650556	45.21955351	57.77212966	104.718504	342.4768521	48.54351203	194.6148757	133.8713227	65.35677112	49.07951357	192.9030877	50.57666457	73.8388548	86.83867121	56.68599929	295.082173	3291.471418	57.93031627	46.74017154	3017.889512	437.1131981
IKZF3	12.00629933	376.2198795	95.854874	716.5203925	12.54407762	13.36543286	17.27191161	16.28309594	12.21640284	14.3852573	12.94549664	12.67484782	13.65838769	10.19059068	16.29440089	246.8797148	11.74900984	12.38493515	11.66545653	43.01815004	12.13380585	12.00562986
HRH4	12.40991295	19.04929475	28.4287454	17.68217362	13.88459441	15.74113175	652.377815	14.31855072	12.57003114	15.75536199	14.69341018	11.29542759	15.09410494	15.55453012	47.57785954	18.70078584	12.50063166	14.72921405	13.18375977	14.36613084	14.57966976	11.49224245
SCT	55.90777931	100.6698027	80.49605714	464.7870153	73.36518608	60.2826694	49.98595473	425.7329512	85.29202811	85.34881254	121.3614263	73.74531311	100.1305542	77.24304762	89.74843327	73.29335414	95.67709504	61.67466205	3161.3209	141.7547259	65.38888419	136.7373734
NPL	67.5898488	38.25145277	111.5448061	66.58750345	62.5158887	24.47848011	504.3806443	2180.264787	28.89334021	73.10949166	3911.31065	33.1873354	1923.718999	21.22453639	2317.115875	83.76839826	31.7419782	122.3591463	21.89670329	473.8482921	114.8303312	30.14593241
MAP3K7CL	112.724647	80.39802134	53.79435176	32.93059103	32.61988379	38.43888977	20.68013612	29.34065796	392.7313124	110.2067391	34.06541897	81.31010486	482.0401615	241.5719881	25.46569787	85.79940678	330.4189226	31.70415055	120.5038369	8219.838359	28.50042355	121.4279789
BACH2	40.33182851	2858.313339	728.0690586	1076.015223	35.25497429	20.70366532	33.20441632	34.17765289	16.48265638	247.0811184	29.24406216	51.02302301	41.74248271	148.3301201	37.0341742	343.3673448	73.1272143	44.82308651	32.77570503	503.216722	34.5870997	18.24938251
KIF18A	48.59796199	27.6585416	23.03331177	23.61411546	26.73865006	103.526883	42.63070545	1213.556546	27.89205748	27.26960876	30.14182306	55.58989653	20.42916534	26.99295724	26.65877695	52.21922636	18.83372606	15.85164776	43.17851925	17.12899249	16.76366542	87.38373814
DCSTAMP	41.85955166	46.66470773	45.58190322	46.13711275	34.97982638	36.27658167	46.46507066	43.53731353	36.86832116	35.95884976	5425.718904	33.35130132	37.41039735	31.70415055	43.04818635	30.76081872	39.86606536	26.07119521	27.07116369	57.83604192	39.06273833	37.29719202
MZB1	64.26306805	944.47409	242.3097105	283.4179223	80.67076488	144.0531671	102.8683068	262.0310403	106.5855529	87.83053255	115.0015431	98.36944517	133.1375868	94.16279127	188.1029324	113.3308986	85.017788	141.2100406	5296.345586	206.5038305	113.8279254	154.0457675
CIDEA	77.49466757	84.15253716	85.07888065	172.0040666	87.87784719	123.0335581	174.2111283	205.8931038	118.8595526	116.1084941	137.4829506	91.01848872	110.840308	85.57526529	147.4746867	93.45399553	98.31216851	3958.428288	81.15168449	103.6703025	2259.260139	134.4552791
FFAR2	29.03966507	26.41621586	53.52422502	51.48646837	36.79288753	40.39345833	3451.80628	37.65818989	34.10742761	40.01055793	37.60441943	38.17682494	98.40191766	28.31327404	3095.116078	26.08306019	35.73546113	61.6006389	37.97587904	39.73420132	72.64976735	45.07920512
S1PR5	36.88803412	44.38255223	36.61230768	74.43864133	45.0483723	69.18576471	33.00255216	41.78166756	42.77470904	49.1266516	43.74691044	52.87961044	35.59895815	25.97955016	38.79799267	912.9262286	31.81937094	47.52162077	56.75909144	26.46095751	55.24034962	83.51200907
HLA-DRB1	45.9796779	2884.046716	537.3294475	264.6695325	41.62507988	52.14127189	73.29162218	37.55648446	23.3821838	55.17726229	1446.60066	268.3441362	1846.116988	5883.382201	64.19762251	81.91171776	45.79129337	274.6897164	1303.532031	719.3354253	233.6652463	40.23758625
RRAGD	53.75571634	46.32140007	90.95696665	47.07666241	48.18583797	18.75255811	308.567669	47.61317914	47.1650568	249.9146635	1923.772278	32.03078583	357.7311478	96.83560091	616.0907496	23.47027043	75.2229771	258.789239	159.6118449	119.459073	283.0860711	26.96291169
BHLHE41	235.1962022	266.5030656	30.2381607	31.39833564	264.0642491	67.21896028	30.15729134	34.2966229	101.9364579	334.6614656	3853.193587	615.5742754	28.17717217	28.48288562	32.53996426	27.98381714	487.8412697	246.3028869	24.23460913	33.09424267	214.5740255	147.0947444
CDC14B	457.8606652	111.158524	155.9079897	143.8682568	370.9503684	43.82852912	380.5700965	30.43614646	1306.456861	203.0070194	27.32715928	315.8833173	27.85713787	32.17779461	72.58158947	94.36226671	457.8606652	165.0549495	21.84869738	3099.632251	181.2702448	192.4099089
FCMR	54.6806677	7915.476828	5563.554781	5543.598978	86.90196754	89.2403471	78.27443889	126.3116737	145.5310177	125.6438582	447.335278	61.32449358	307.8768446	257.263618	549.7780981	3650.622601	74.5284859	93.66630064	337.0533883	1122.73276	82.42639018	75.83367624
TRIM10	52.09813975	97.36034422	150.8698719	78.68951687	56.87104461	78.12907048	563.8635081	4490.512017	55.20872791	69.97545074	82.06740896	63.11941164	83.77497131	101.0686418	86.40096746	166.5545518	63.8340055	49.21782812	93.97530996	335.5140464	46.56435357	59.60967649
AGMAT	88.88795869	523.21195	1237.166661	954.42294	130.504793	99.76472014	97.13177544	45.98002809	65.59312809	34.57699308	51.22682082	97.84739862	65.14897069	46.71582691	54.72690047	118.1257948	71.25340687	45.9796779	43.97214762	426.3101059	52.55118233	55.6331949
COL5A2	6324.580168	65.07847323	120.7712803	49.44239822	7496.439411	3882.441715	191.5329025	38.28252323	4905.794052	243.2511145	36.57655444	4333.627436	35.21852558	31.0635189	33.23639034	56.62671756	7692.406178	753.40634	45.63677691	34.56637238	1251.566337	5503.832919
TNS1	1750.039393	22.51085651	23.56170844	22.76489658	2311.131279	807.2557654	32.08737935	5347.435285	1909.00893	164.7653813	1719.730706	1293.121674	67.76943261	30.43406687	35.11526321	26.23133505	3896.684985	9118.20533	97.36034422	3745.094485	9024.105552	1148.983716
UGCG	971.7263143	751.928741	693.3691214	121.4574123	410.3791281	382.9956887	47.48907256	654.5721437	329.0177049	3331.104861	705.0290355	432.4301851	112.8051206	229.8118545	336.4033198	286.0121134	471.3439678	68.54751254	7047.526897	155.2001042	65.78160981	1167.109113
NTRK2	261.5167587	22.78122625	18.44882446	24.78253736	77.75137392	24.46470515	15.87693933	25.67723174	21.42416596	46.77703331	19.99591268	36.95557334	19.15019298	17.99880396	17.61753465	16.351425	423.4911736	616.4195155	23.30041617	22.94853196	854.1486265	46.68849541
SHTN1	104.9154883	35.27321635	151.1965866	24.42968435	119.5301737	267.5014117	28.98123962	29.49363191	72.47184546	675.4054877	2143.554674	50.03954248	1855.498159	4381.627949	36.28641273	35.54900838	46.27155367	314.8563502	2611.288571	397.2550609	364.7627369	67.7240059
PKP1	68.83651197	103.7265405	86.71777777	78.83721508	127.6967744	91.4657581	143.9728224	108.7606323	57.15201842	3248.135618	71.11169127	87.52212964	91.43426236	97.49907259	88.33984557	92.98441796	79.54555495	190.7989844	93.54607271	56.6100523	384.2766243	96.34378151
RARRES1	239.5780096	21.91225209	20.24634939	19.83777439	86.6331906	22.52118863	23.99362633	159.3900241	19.35322806	58.73482031	903.3605146	775.732077	20.22725981	13.28842888	21.42881242	20.64423763	24.90084461	255.1122175	23.74554485	28.50808933	108.3980471	37.18469015
MECOM	36.75459057	51.48646837	56.77386175	45.4552835	71.76847974	1971.466931	137.4680835	39.81548746	48.76719201	68.15934208	43.33194913	261.5771178	52.06015086	62.24124834	109.406002	63.72361359	58.93264223	138.1859508	67.5898488	79.88976809	215.5401084	598.3381994
DENND2A	32.25813115	24.14603516	21.56632301	21.22453639	22.87453587	25.63214039	20.38874537	22.41726523	79.33573348	21.54974927	24.18135041	21.08460461	21.69318989	17.03479233	18.06554113	19.22496661	27.28743806	981.6956725	25.99876406	20.13885408	744.5620961	26.90374587
PDPN	432.1556815	28.18987512	22.51244977	27.15280208	982.7128436	40.01560378	33.3450276	22.52694574	319.8609764	83.53056428	37.88337724	32.72049164	28.53986608	18.39548164	31.63441539	27.87978536	50.96483111	78.53950202	19.54040979	26.09185959	55.63589573	28.49135782
ETV1	49.46671158	22.15931196	23.82023694	30.77701887	31.64635739	43.32933853	34.68993446	19.74662521	429.4793361	22.05983228	17.61437646	1490.86027	20.5316583	13.95020887	26.80800466	14.75753926	201.3327101	66.97960461	18.76830377	19.20616413	65.31238066	150.1798702
ACACB	115.167433	260.6087607	226.9215625	365.270632	157.6672168	185.4012149	708.4732217	435.187444	160.343862	163.7184162	253.1071025	137.4847646	212.1315493	260.2929796	251.1934864	201.5695047	179.5247231	8304.655668	233.1409015	315.4017117	7837.487136	133.520967
GUCY1A3	67.62825518	81.52586079	71.6404175	95.23884252	49.20392595	40.89919126	66.50244729	172.1618905	74.06984946	50.11725387	89.99280886	53.85910229	98.84839607	536.0108218	103.3558895	215.5941501	68.04115721	180.5863965	1511.677985	5630.601286	237.0978504	66.92792451
EMX2	382.5968249	13.37257476	13.40561017	15.35972036	46.38133911	12.49341261	14.29645199	16.69051671	1306.456861	49.99471854	14.69341018	289.3467696	13.95285925	16.51786863	19.70683183	14.54359003	32.44547152	320.6653146	13.4177407	13.70584585	557.4998264	12.7240858
PAX5	31.89503194	10555.57231	196.3515362	459.3863507	51.33174628	49.99734433	108.2118997	82.44740933	41.32112263	36.40952385	51.05726054	44.20265955	158.1765924	70.7704787	134.0748559	59.04866582	41.1310501	53.84425945	43.82242618	1282.44777	39.4891612	62.30579487
CLU	1251.566337	12.99043811	18.71769616	21.89670329	2766.701225	171.9800607	21.88655556	15.67994983	762.8064954	172.8432447	49.2708034	1322.749346	26.30778968	39.60603971	18.39154191	28.51260076	273.720932	2035.375643	27.94638769	3924.738324	2866.814815	48.49000444
SLCO4C1	26.25649035	24.78253736	29.40945539	40.89392506	18.46228353	24.5290967	394.4048572	17.68537562	15.35972036	29.79837108	542.1436008	22.62165001	61.3015824	42.57900192	453.15513	1277.668623	19.30291187	20.67345667	86.00845537	41.01519208	21.76515804	18.59890225
COL4A3	20.07544477	773.9708192	22.61571592	34.47933502	12.65851704	15.05262555	21.54125687	21.93382713	15.85164776	18.62334167	18.09652885	15.07693462	21.68180401	18.55120389	20.11742346	29.08129353	22.9767489	17.29975313	18.29941574	50.96975983	16.23929493	20.45275605
UROD	18.07891942	14.39338983	19.84258021	16.98361999	19.25761119	22.66564215	13.05327085	985.5257128	17.10286041	20.349122	31.76258363	18.78182185	21.37406268	22.69753796	16.36451495	24.18948512	38.06309699	48.45761977	46.79702048	15.59336742	43.84652877	19.38681149
ADAMTS1	2259.260139	32.77570503	31.20337479	49.24289521	5704.491926	1553.246391	44.16199582	53.63476458	727.2246175	1202.272509	31.1637876	3951.235494	32.8162986	40.07349808	54.46644562	735.1078176	6584.929885	3383.373698	28.98591253	63.53565652	2913.643929	5030.766778
LOC100505650	31.52996341	405.6256418	71.4300298	53.64056395	32.23556226	54.17920197	53.77775702	49.37555418	32.77570503	36.45160622	35.04256783	33.9804097	46.74572378	338.4836667	50.82542923	49.51801491	31.29818695	32.48457361	3545.995301	57.89071681	33.12930737	43.66168821
GRHL1	31.81937094	27.55440194	27.37405529	21.14188942	35.79628133	40.59675982	787.2844725	114.9696438	26.76167901	4108.483445	39.91323397	18.57196055	25.28460482	127.7286027	65.96451477	55.25456409	37.34103472	153.8050094	19.88602847	1454.553146	156.876694	22.15980015
TRPV2	130.706913	107.0852492	111.9648879	185.0950146	217.3050112	199.830643	82.29344916	101.4724528	440.5642825	50.71046094	1599.766758	121.966329	139.5654877	70.05410698	101.0557718	203.9591411	60.27878971	31.78042772	101.2928286	67.18975997	36.15583047	963.001743
AK5	208.256679	70.68330264	600.5483606	389.9201522	121.5622639	164.8005548	37.93200754	94.67955196	3911.31065	68.6795974	75.18024107	1056.209727	83.18908162	126.2360043	67.80475983	696.8814617	883.913599	93.48424055	94.53098077	209.6449326	86.98303187	2027.279527
NRP2	218.4647396	27.21181827	26.32942068	22.9767489	308.7619929	391.4737092	29.88011932	32.01032379	85.94946609	148.2398036	1569.855045	343.170202	42.00677331	20.75242529	36.44166217	26.64133895	186.8221531	128.0370915	18.61630932	34.44661995	173.0112941	36.77826487
TESPA1	82.57854483	395.7241919	2264.64209	2166.512801	70.90072854	89.30049624	91.16943352	201.4579887	54.79858123	92.81929468	84.10307187	80.56485358	115.3883956	420.943812	113.5484774	691.4845523	72.60482163	59.75585913	206.6752821	238.5747246	56.30479064	86.71535987
PSAT1	5710.737531	75.64459946	114.6492056	210.5686255	3634.546383	790.1499312	57.33831953	1873.91216	962.0445607	1859.924818	298.079935	1407.537361	32.9837357	38.36057054	30.32229894	126.4325399	7915.476828	353.429095	31.7419782	142.154889	239.025131	1868.427598
AIF1L	90.61719662	84.05501542	76.35906959	97.68746496	62.82435951	462.129073	137.6321382	138.4397509	51.33577416	334.8503069	73.4224761	54.33265833	72.33408876	45.9266771	166.1566865	85.53709248	48.48061944	5484.293423	66.42252802	90.353582	5920.458458	43.2798198
SFRP2	2528.293566	48.8246984	35.99787362	39.91323397	24.33714308	26.54589837	42.32290924	42.48985818	3881.173052	25.91439642	30.26850468	69.36083517	29.17482751	30.72126424	31.51137766	33.75791287	295.4751144	3151.876459	32.23735355	36.55404643	2363.251871	27.60739811
SMOC2	896.1277135	21.78129144	25.89972581	23.99440052	3162.468459	28.67375508	40.69580743	38.88951839	26.81293555	66.04212906	23.50399059	25.46080286	21.84682129	30.45400749	28.60367161	31.36154965	46.1631822	1933.690252	44.02232554	18.20869124	1127.4128	32.39196352
GJB2	27.52133147	27.55440194	18.89667454	25.65852635	37.50337151	32.73494733	28.96838939	25.82501506	31.70415055	4916.730518	775.3798857	32.7340794	34.00016104	35.14723007	29.37444275	17.75689897	25.4710816	33.3876508	36.07343405	39.31733201	32.46472926	33.31329329
NTN4	309.3093114	17.08710187	19.57403063	22.43309855	618.7907107	2682.669882	12.69355892	20.13366945	255.9896438	79.74518827	15.46626524	1134.151598	14.49328183	13.67766793	16.4970401	14.07855622	3049.681403	196.9208602	15.99085811	25.40892906	187.7190524	3360.473565
MS4A7	20.5739657	512.1077047	1587.470271	21.59802858	18.51937018	16.62837374	15.56680048	17.15889215	17.22929238	18.73899037	4789.277359	15.73113935	5455.006163	1615.017764	18.15591113	36.19944658	18.80043498	537.744463	26.99295724	794.4238766	329.0177049	20.65797737
BOK	331.7128396	56.07251457	58.35616063	81.74133548	307.2239592	770.5604652	80.50732883	102.2695931	241.835195	995.9164526	71.67137996	389.9220984	66.34349963	41.08180288	80.74078801	434.0487243	392.1325993	1630.857382	48.13472175	55.46773531	3291.471418	514.584271
NUF2	49.79897948	18.49544013	24.43059551	21.56809247	50.36720745	398.0393598	18.79969467	2277.952259	91.52732946	66.27289298	28.83724536	75.55565742	18.25997751	20.78692963	15.16028723	65.60325361	21.66561687	19.30291187	23.07168552	22.52831342	18.07891942	126.3441855
ABI3BP	2651.105743	24.78253736	24.78158394	27.45161874	8314.133838	1568.86721	25.93670964	20.09553789	1933.690252	88.08294952	27.45161874	3601.733392	25.74271487	29.62678984	24.29672504	20.41458821	4671.324361	539.5264954	25.2301871	28.00213504	646.0250187	4720.73852
RASD1	427.499065	222.0643442	209.9694629	328.1772162	1060.925195	452.8987784	179.9424624	598.4801803	328.1772162	3534.177661	214.8124797	691.651392	195.4530646	168.7926765	255.6520905	139.8603615	852.2469537	8135.02105	2822.542859	310.5681525	8221.773739	231.8500582
C15orf48	28.36596869	26.05446749	22.73807854	28.56991099	29.04443527	26.91862477	27.52681015	34.82301646	36.62208898	2258.658945	5956.802303	49.4569997	48.10942419	191.7824035	34.61800447	33.73391621	211.7011999	307.3511054	37.31873508	25.00723636	329.0177049	42.9409386
TNFSF13B	86.58148478	223.7643945	1429.696477	142.7351786	152.0595518	43.4511349	1339.944967	101.6742356	65.59312809	55.91670623	1973.162419	214.6664288	4057.453911	3809.789789	3380.186836	186.4168499	92.86676956	187.5451017	2521.035436	1162.249299	133.011245	77.41256892
PKIB	28.67891061	25.69221733	42.54100776	23.83018018	22.15742933	21.87929311	83.8212908	17.13052855	17.1744306	67.57456872	55.97462295	84.14160458	40.74330433	716.5203925	23.88871834	30.35785245	27.01247552	27.9820671	21.73006851	25.47022811	32.81558559	23.46583057
DOK3	46.34859877	1359.546921	386.2501848	120.8863466	28.64153573	56.60089191	3194.350998	392.7717027	31.33736366	76.72923735	2041.591933	35.50488365	2940.442812	201.7403321	3568.344344	49.92589362	73.29432488	99.05628056	128.1408766	2330.272745	66.11587737	49.423354
GPR34	20.12758317	28.0003588	39.2146973	35.27321635	21.99567029	18.93494326	1321.463799	30.92067969	18.71893151	18.78424736	1078.155391	13.98354968	260.6003837	55.5739406	60.48208555	44.38882749	26.41621586	306.1247754	20.09444869	28.49597538	285.427467	19.45002137
C2orf40	51.94874041	47.27006983	117.3672407	196.7517471	982.6210782	65.53895545	48.66504675	48.50320999	36.66410826	56.31865156	42.09632963	49.36583307	42.60877774	42.18669422	49.60705867	51.02658603	217.5696895	1615.017764	32.03504756	112.2370339	2363.251871	44.70467099
C19orf33	40.54044061	57.54296062	33.57488603	41.4464175	65.28197141	398.7909297	39.33478891	66.17997656	47.7386906	2972.014934	83.41960587	50.22511473	51.80288103	490.2404382	64.72524623	48.31155483	64.64096648	140.8560595	83.00377233	1170.562074	221.3321724	74.77463109
HEMGN	11.84997335	14.89430602	29.07794582	32.11619944	11.41371632	14.8193888	13.18468359	3886.992649	12.94549664	12.72041466	13.43848832	11.32664317	16.12342452	28.85576698	15.42013403	16.87519576	12.02935862	15.51947613	12.54798354	446.4458366	13.77431121	12.03159194
ACRBP	57.50958232	245.4892587	231.8660325	170.0260296	81.78341417	96.86842442	234.4758312	159.1012035	81.36576774	91.92416813	158.1896609	72.96516204	312.936038	1169.334855	251.4222197	196.0726617	72.51782155	130.5996506	218.2235514	13340.84693	116.5589997	82.53559065
TLR10	21.53630872	592.1203539	40.52017416	74.43864133	20.71837955	20.54555634	41.1761037	31.91453264	22.30845689	36.63994512	27.52133147	23.12564186	43.01883319	218.7078483	134.5629569	29.77929564	25.00089388	25.89431601	214.1539129	36.41993646	24.90084461	22.78722716
C2orf88	87.04325705	83.00377233	52.23259513	110.2724502	89.53083663	64.84369401	68.82742538	562.7848149	70.43493769	63.01737273	70.01118841	97.54731392	79.35322922	99.51125294	149.503059	59.6867252	61.81074992	74.34994983	113.8279254	3524.849165	81.58228698	64.65087894
NIPSNAP3B	34.5870997	52.49024603	18.61554127	18.07891942	42.70385813	14.95937949	36.55723398	31.24406748	28.60706243	16.32486078	21.59802858	28.98897629	21.60987318	43.37606903	19.58817472	17.287038	72.94231312	960.0984843	60.05172078	179.7967527	284.7353705	16.15089758
DDX11L2	93.04038337	163.8078393	123.1750362	142.3609481	87.85434627	132.2273124	135.867027	264.1620909	99.51125294	104.5204223	146.4101971	73.57578189	161.3039953	261.5167587	242.8191308	169.3442004	101.4422005	69.67352651	217.5696895	6806.432318	71.02427168	120.5446117
RGS18	24.83449021	35.20996662	592.6501476	48.90828443	22.80385116	35.68366703	6432.084938	26.94077068	28.20531485	26.05299918	217.5696895	50.48782988	2273.649964	2627.253558	3396.896149	132.370348	20.75242529	50.11434991	721.7530101	16578.90541	31.33736366	27.03510398
FGFBP2	30.64653947	52.22574373	177.7710371	3161.3209	87.06207337	25.36097187	28.20266906	54.41942338	28.53433789	39.32557808	49.01947529	82.41235858	79.67430263	68.08130008	47.9366239	12484.25649	45.4552835	150.9218436	38.38392687	943.6431813	208.7039033	28.74819799
SUCNR1	29.05943458	25.709823	34.95720939	84.63374171	21.006396	19.88940658	45.07972974	40.42509919	32.83552337	28.53433789	3881.173052	33.40564148	59.12905437	42.21183087	78.04902985	31.19346566	24.44622384	50.64828452	105.6367325	760.1072447	66.22969332	46.77300989
KCNK17	42.6754283	53.97692248	64.97912864	73.61150737	51.91492783	53.6131189	60.54246715	67.35482529	57.21248811	38.89285203	62.16915416	50.66289121	57.44357144	96.4938561	55.07877917	48.66091851	61.64028345	37.42423351	1144.903812	31.33319702	35.18952281	57.01481448
ZNF33A	20.97790007	50.28529551	117.8099062	53.69918615	18.93164983	15.77709193	729.2156125	28.47540092	17.06917534	20.00080466	17.98246409	17.85132585	33.77639329	35.6519356	42.51274772	51.79508686	17.96470643	27.76820119	35.29694815	26.5943587	19.964146	17.87596188
DGAT2	179.6908216	329.4980025	203.864029	235.9707868	254.8804594	135.9719934	1084.791777	243.4886797	95.42033916	362.4892582	218.0140867	187.9932241	488.6929351	360.744114	2310.623276	197.4553553	148.3301201	3314.50336	213.9142824	431.6826557	5842.791126	161.811446
LCE3D	66.62835051	171.5009896	142.4941415	218.2235514	73.26505661	74.31874811	260.3543718	119.9233418	112.6527504	9049.857813	114.341904	69.93237385	149.3616444	71.06426463	191.5019233	117.3616719	76.634909	48.48061944	120.7900775	84.13443584	55.5441439	87.12832544
CNFN	73.66198934	276.6674812	65.72240473	214.8124797	101.2841884	61.65808824	54.52924309	131.3449445	90.189785	7203.452052	121.0716155	93.29918876	113.4000133	244.8746142	129.0226563	95.36628543	87.6184684	81.95601629	84.05501542	133.8064467	102.9854314	101.8411647
OPN3	175.5533624	240.3637004	66.5828754	54.58857345	90.90519816	139.9879627	44.42455001	35.53864728	161.508285	141.39135	670.3649498	72.31799143	259.6819046	543.0432591	23.32026986	74.50833196	190.0100669	62.56769674	2786.35939	114.5514217	53.29994993	93.63052516
FCRL5	84.63374171	3420.07215	256.0684378	350.1292703	96.19888273	114.632148	195.0309476	229.7321805	85.89308272	92.89501937	111.3257659	92.37518028	182.5014014	86.52444145	199.5996264	113.9015362	89.71252705	74.2128936	316.0708312	444.9573421	70.93666678	95.59116648
